Id,Action
1,0.6391915470963956
2,0.9814763994727904
3,0.9903734343813996
4,0.9417561308949418
5,0.996767988310732
6,0.9952643109447973
7,0.9865651495088754
8,0.9947450007268042
9,0.7482552577791802
10,0.9635650993028493
11,0.969180203603683
12,0.9477354751113086
13,0.9120660731296898
14,0.8082443305531363
15,0.9705956858919658
16,0.9821132799054673
17,0.9014567922974813
18,0.9139565193812681
19,0.9798639080166756
20,0.9680821524892262
21,0.9900320620148856
22,0.9733692345563454
23,0.901945138068291
24,0.9399198211511886
25,0.9215343943124936
26,0.9577557828767281
27,0.9629237309087542
28,0.7139158918540943
29,0.9845613264176483
30,0.9298154659114132
31,0.9682881931204561
32,0.9547284760114442
33,0.9619125946512976
34,0.9799750853239191
35,0.9607429524150807
36,0.9879628585147622
37,0.9697528457131149
38,0.970168875142715
39,0.8786216849042047
40,0.9062918931651687
41,0.8783396295534003
42,0.9821863908132186
43,0.9501389039859399
44,0.9722096665905339
45,0.95379251681203
46,0.9276473062304543
47,0.9925414543220147
48,0.9140476691058816
49,0.9920127412008293
50,0.9827963360219174
51,0.9820259333482435
52,0.9754930111975185
53,0.9753918566351942
54,0.9862271849084209
55,0.9234055431357896
56,0.7948084383953891
57,0.9707839756074986
58,0.9961993069909575
59,0.976206121142889
60,0.9786408834526665
61,0.9902751835420124
62,0.9436024855658803
63,0.9370676845769995
64,0.9847945344113492
65,0.9857699847828805
66,0.9838734862230545
67,0.9243211026109749
68,0.9764556474587751
69,0.9483028918143037
70,0.7876275561050304
71,0.9430073763157606
72,0.9879431957695642
73,0.9693226149812383
74,0.9834138404849256
75,0.9794622271015354
76,0.9908733282070016
77,0.9863812845673097
78,0.9358586861966032
79,0.9071385006387761
80,0.9849060640563203
81,0.9832929680994967
82,0.9673041546264908
83,0.9767434947182262
84,0.9862272250283435
85,0.9488290969096104
86,0.825224830475523
87,0.9254848135196305
88,0.9853888990495923
89,0.9802671169474593
90,0.9319729037168635
91,0.9656181406514769
92,0.9511034440653888
93,0.9949499399473382
94,0.894021692208837
95,0.9855314692495699
96,0.9252014188235026
97,0.861152910583772
98,0.969075806217417
99,0.9918272671379033
100,0.9747353666612425
101,0.9570902030308741
102,0.8662193858123105
103,0.9611139943794019
104,0.8785799185935624
105,0.8940990293008507
106,0.9902054072100225
107,0.9947981723216028
108,0.9256891890464087
109,0.9815438818555907
110,0.9555945241569362
111,0.9047749332519899
112,0.961392589371847
113,0.9589816800782789
114,0.9851220440909824
115,0.971565060334506
116,0.961980104895713
117,0.9739849231057139
118,0.9861779530563024
119,0.9967603471551406
120,0.984527338159542
121,0.9881542716440519
122,0.9717329830208025
123,0.8686560283691869
124,0.9725852331845998
125,0.9907742497802579
126,0.9083840165370175
127,0.6439376686263838
128,0.903121487571714
129,0.8618405170597139
130,0.9418942558655818
131,0.9951559027583425
132,0.9717450838251526
133,0.9536956158669123
134,0.8595726486665692
135,0.9848966200359959
136,0.910317773828255
137,0.9808103294077697
138,0.9617423363148327
139,0.880805369717961
140,0.9883432231577123
141,0.9806564757263874
142,0.9006144623102612
143,0.9832821953482579
144,0.9757131529441015
145,0.9967275087203572
146,0.7745100276762443
147,0.6648799603264187
148,0.9354760046185286
149,0.9931192674018036
150,0.9730271797710806
151,0.9741971347078637
152,0.968181336425107
153,0.9678725616304349
154,0.9347381849133619
155,0.9423562069982302
156,0.9667000680526834
157,0.9618763514563038
158,0.9399772259164128
159,0.985423640601514
160,0.9462939847650195
161,0.6247771660233548
162,0.9907729651092424
163,0.9741585574645873
164,0.9663323640311363
165,0.9750478791563539
166,0.996287720308765
167,0.9457410527690276
168,0.9754041540851431
169,0.9455437411528481
170,0.9881289865507257
171,0.9747504845310584
172,0.9598189853046795
173,0.9837305817493608
174,0.9849953849393143
175,0.9732851019059137
176,0.9915945024653232
177,0.9030096703323799
178,0.9949699882784256
179,0.9881842035649961
180,0.6648799603264187
181,0.6922870070371248
182,0.9418942558655818
183,0.9745671796499448
184,0.9326347792595554
185,0.9782983413627291
186,0.8926093683915296
187,0.9874872027378533
188,0.9386779586843051
189,0.9082341626671601
190,0.9759357887849259
191,0.9979081684078441
192,0.9316124511499811
193,0.9979917327171992
194,0.9741157980876162
195,0.9731217868836867
196,0.9979828873737687
197,0.9769685349695695
198,0.9573613050967409
199,0.9748423065723472
200,0.7839419342311944
201,0.9620219120146781
202,0.9341012891096417
203,0.880252967254689
204,0.9426601925393897
205,0.9834428947688139
206,0.9758811916431896
207,0.978022806264715
208,0.9521647231892506
209,0.8704543457225642
210,0.9682109785274027
211,0.9736000078339379
212,0.8573426147398044
213,0.9956858407629242
214,0.9158672300829122
215,0.9780157469707219
216,0.9524296737678082
217,0.9564433265969868
218,0.987547091124321
219,0.9762927748433574
220,0.9508790216513003
221,0.9003579078808589
222,0.9948581883745795
223,0.9834860897175292
224,0.8687827228243604
225,0.9869606311643884
226,0.9390075553379218
227,0.8323638052958703
228,0.9511301349970773
229,0.9964173366660928
230,0.9800005139262947
231,0.953798174621982
232,0.9169779820791506
233,0.9444918648458714
234,0.9452637517988309
235,0.9582287380121195
236,0.8709856790281467
237,0.9695169376448802
238,0.9635004372617995
239,0.9424089629195099
240,0.9805232776410009
241,0.9646071459750265
242,0.6680503019157581
243,0.9221200210929067
244,0.9841379642777014
245,0.8473463939405658
246,0.9803151977838149
247,0.9537484844465739
248,0.9659629125148825
249,0.9864553948551724
250,0.9826446531557003
251,0.9871233973516967
252,0.96664121712018225
253,0.9881074813184585
254,0.9814721857904875
255,0.9946878098678676
256,0.9666160043415025
257,0.9600531539261772
258,0.8606488511492255
259,0.9464281046690979
260,0.9984008394849626
261,0.9924412379109713
262,0.9470700991514999
263,0.9867130311515829
